id,name,category,purchase_date,value,depreciation_rate,status,created_at
853,Desk #853,Furniture,2024-08-01,14135.91,10.0,Active,2018-04-15T14:04:01
854,Paper Shredder #854,Office Equipment,2018-05-16,37439.66,10.0,Disposed,2020-12-20T14:43:19
855,Laptop #855,IT Equipment,2018-07-17,21285.56,25.0,Disposed,2016-07-17T03:52:20
856,Telephone System #856,Office Equipment,2021-10-04,22981.98,20.0,Retired,2019-01-30T05:22:48
857,Company Motorcycle #857,Vehicles,2020-03-26,51058.27,10.0,Retired,2016-12-22T13:27:00
858,Card Reader #858,Office Equipment,2017-12-12,45723.24,15.0,Disposed,2025-01-06T05:25:40
859,Time Clock #859,Office Equipment,2020-12-10,44732.42,30.0,Retired,2023-09-19T12:29:48
860,Projector #860,Office Equipment,2021-09-13,46209.73,15.0,Retired,2022-10-14T22:54:03
861,Drill #861,Tools,2025-09-19,44125.92,20.0,Disposed,2022-06-28T04:00:02
862,Angle Grinder #862,Tools,2017-04-02,20059.25,5.0,Active,2025-09-03T05:10:30
863,Network Switch #863,IT Equipment,2016-02-09,297.24,30.0,Retired,2021-04-16T09:06:12
864,Network Switch #864,IT Equipment,2018-01-25,4294.49,10.0,Active,2019-07-05T01:45:02
865,Time Clock #865,Office Equipment,2021-08-23,61421.76,30.0,Active,2024-06-14T22:57:21
866,Desk #866,Furniture,2015-11-10,45121.76,5.0,Disposed,2017-10-28T04:57:59
867,Service Car #867,Vehicles,2021-10-22,53733.85,15.0,Disposed,2020-12-21T09:49:45
868,Projector #868,Office Equipment,2025-10-27,66871.99,20.0,Disposed,2024-12-19T08:21:22
869,Card Reader #869,Office Equipment,2018-04-23,46467.27,20.0,Disposed,2023-11-12T11:12:13
870,Conference Table #870,Furniture,2018-11-27,53737.31,15.0,Retired,2018-06-14T06:35:02
871,Visitor Chair #871,Furniture,2020-09-15,949.72,30.0,Active,2021-10-25T11:47:40
872,Desk #872,Furniture,2023-08-18,34145.33,10.0,Retired,2023-10-04T09:46:07
873,Postal Scale #873,Office Equipment,2021-01-31,6406.70,10.0,Disposed,2025-06-09T04:43:03
874,Server #874,IT Equipment,2019-07-29,46558.18,5.0,Active,2025-02-18T00:18:41
875,Filing Cabinet #875,Furniture,2020-03-16,58614.80,15.0,Disposed,2025-05-29T18:09:16
876,Impact Driver #876,Tools,2018-06-08,66903.48,20.0,Disposed,2019-08-30T11:56:12
877,Paper Shredder #877,Office Equipment,2022-10-17,79243.55,15.0,Active,2017-12-02T05:13:13
878,Hammer #878,Tools,2019-10-16,23148.43,15.0,Active,2016-04-20T15:26:02
879,Office Chair #879,Furniture,2019-07-02,25660.41,15.0,Disposed,2023-02-13T16:36:07
880,Paper Shredder #880,Office Equipment,2019-03-18,17870.00,5.0,Retired,2017-03-14T12:27:18
881,Bookshelf #881,Furniture,2020-12-01,70214.66,15.0,Retired,2017-08-24T15:11:54
882,Tool Trolley #882,Tools,2024-03-30,23706.84,15.0,Disposed,2018-07-06T02:28:28
883,Whiteboard #883,Furniture,2018-05-23,24605.49,25.0,Active,2022-02-16T03:37:36
884,Projector #884,Office Equipment,2017-05-09,53303.58,10.0,Active,2021-12-20T15:33:14
885,Company Motorcycle #885,Vehicles,2021-12-12,58461.50,15.0,Active,2017-07-01T12:50:20
886,Hammer #886,Tools,2017-08-26,59117.65,30.0,Disposed,2021-09-09T17:10:47
887,Multimeter #887,Tools,2025-04-06,35115.26,20.0,Disposed,2024-03-31T16:27:05
888,Network Switch #888,IT Equipment,2017-04-03,6028.56,30.0,Retired,2019-09-20T08:12:57
889,Telephone System #889,Office Equipment,2017-06-18,489.16,30.0,Disposed,2016-12-07T19:46:26
890,Impact Driver #890,Tools,2016-02-07,9082.36,25.0,Active,2015-11-05T23:21:17
891,Workshop Bench #891,Tools,2016-11-20,35325.46,25.0,Disposed,2024-11-13T15:23:32
892,NAS Unit #892,IT Equipment,2019-04-01,64890.46,20.0,Retired,2016-12-25T19:43:20
893,Multimeter #893,Tools,2018-05-27,60420.80,5.0,Active,2024-09-24T14:07:04
894,Time Clock #894,Office Equipment,2015-12-12,58442.92,30.0,Retired,2023-06-11T19:43:55
895,Hammer #895,Tools,2024-02-23,3557.06,30.0,Active,2023-05-02T07:26:03
896,Shuttle Bus #896,Vehicles,2016-11-28,30181.82,20.0,Disposed,2018-10-28T20:24:29
897,Drill #897,Tools,2021-07-02,11568.87,15.0,Disposed,2017-10-13T02:15:22
898,Wireless Access Point #898,IT Equipment,2020-10-31,58692.48,25.0,Active,2021-06-25T07:41:05
899,Scanner #899,Office Equipment,2023-07-21,10550.32,20.0,Retired,2021-04-25T12:32:14
900,Tool Trolley #900,Tools,2020-06-09,36000.92,25.0,Retired,2021-12-22T10:34:37
901,Bookshelf #901,Furniture,2022-10-24,25712.34,10.0,Disposed,2016-08-20T23:00:20
902,Laptop #902,IT Equipment,2022-10-14,29680.61,5.0,Retired,2016-11-14T04:04:31
903,Desk #903,Furniture,2020-06-22,14896.13,30.0,Retired,2024-07-11T19:25:23
904,Angle Grinder #904,Tools,2023-05-24,49314.91,30.0,Retired,2021-02-26T22:38:26
905,Shuttle Bus #905,Vehicles,2020-12-14,47398.91,15.0,Disposed,2016-03-31T23:49:57
906,Shuttle Bus #906,Vehicles,2024-06-07,2809.68,10.0,Active,2022-03-03T06:12:06
907,Laptop #907,IT Equipment,2015-12-19,32417.78,15.0,Active,2024-05-05T22:14:38
908,Bookshelf #908,Furniture,2016-07-07,68609.05,30.0,Retired,2019-03-24T03:39:41
909,Card Reader #909,Office Equipment,2021-06-17,49943.45,30.0,Disposed,2022-05-26T13:33:52
910,Office Chair #910,Furniture,2023-06-11,55288.17,10.0,Disposed,2018-12-31T00:56:08
911,Wrench Set #911,Tools,2017-03-11,24512.93,30.0,Disposed,2020-02-02T08:12:43
912,Time Clock #912,Office Equipment,2024-07-31,40724.72,15.0,Retired,2018-01-08T23:50:05
913,Drawer Unit #913,Furniture,2018-12-31,77020.40,15.0,Active,2018-03-18T18:10:36
914,Time Clock #914,Office Equipment,2018-03-30,37639.57,25.0,Disposed,2017-08-15T10:54:23
915,Bookshelf #915,Furniture,2025-08-02,28865.51,10.0,Disposed,2017-08-29T14:37:04
916,Wrench Set #916,Tools,2018-06-02,78655.43,25.0,Disposed,2023-02-12T15:18:52
917,UPS #917,IT Equipment,2020-02-03,42653.00,30.0,Disposed,2023-03-19T21:06:05
918,Wireless Access Point #918,IT Equipment,2022-06-28,49751.13,5.0,Retired,2021-04-04T21:18:21
919,Time Clock #919,Office Equipment,2018-10-11,40084.77,15.0,Retired,2019-11-24T00:11:44
920,Photocopier #920,Office Equipment,2017-11-22,73554.83,25.0,Active,2024-02-12T15:21:54
921,Multimeter #921,Tools,2024-04-05,46839.92,10.0,Retired,2017-04-08T23:38:17
922,Saw #922,Tools,2023-08-19,4184.78,25.0,Active,2021-08-31T19:16:33
923,Wireless Access Point #923,IT Equipment,2019-09-21,35536.89,25.0,Active,2017-07-20T08:20:42
924,Router #924,IT Equipment,2024-05-17,72329.41,15.0,Active,2017-07-24T05:22:43
925,Reception Sofa #925,Furniture,2016-09-12,1939.59,15.0,Retired,2018-11-20T12:52:36
926,Forklift #926,Vehicles,2023-09-18,56504.11,5.0,Retired,2020-05-25T11:51:40
927,Box Truck #927,Vehicles,2019-06-27,60060.22,25.0,Retired,2017-06-01T00:27:21
928,Saw #928,Tools,2024-03-05,30848.92,30.0,Retired,2018-10-31T01:35:28
929,Telephone System #929,Office Equipment,2021-06-04,19981.29,30.0,Retired,2019-12-23T02:15:22
930,Multimeter #930,Tools,2025-01-27,75610.49,30.0,Retired,2016-02-28T23:05:01
931,Impact Driver #931,Tools,2021-08-03,29108.61,20.0,Active,2022-06-20T18:21:24
932,Wireless Access Point #932,IT Equipment,2020-10-19,19207.89,30.0,Retired,2021-04-29T11:52:15
933,Utility Cart #933,Vehicles,2024-12-21,63846.99,10.0,Retired,2017-05-05T10:28:35
934,Printer #934,Office Equipment,2024-11-28,59669.90,15.0,Retired,2025-07-12T21:28:48
935,External HDD #935,IT Equipment,2017-06-02,29749.64,30.0,Disposed,2025-03-27T12:37:38
936,Desktop PC #936,IT Equipment,2019-09-16,76755.00,30.0,Retired,2017-12-30T21:17:19
937,Trailer #937,Vehicles,2024-10-02,2630.81,30.0,Active,2016-03-23T20:18:52
938,Pickup Truck #938,Vehicles,2024-02-02,286.91,30.0,Active,2019-06-24T13:34:36
939,Router #939,IT Equipment,2018-08-04,20574.11,10.0,Retired,2018-02-05T11:25:56
940,Hammer #940,Tools,2016-01-22,75430.45,25.0,Retired,2023-10-08T18:03:37
941,Wireless Access Point #941,IT Equipment,2025-04-28,23389.90,30.0,Retired,2022-06-12T21:13:55
942,NAS Unit #942,IT Equipment,2020-08-20,10954.05,10.0,Retired,2024-12-12T08:22:04
943,Laptop #943,IT Equipment,2019-04-29,49762.56,30.0,Active,2021-11-01T16:22:54
944,NAS Unit #944,IT Equipment,2018-07-10,8453.13,25.0,Disposed,2021-03-28T11:39:17
945,Time Clock #945,Office Equipment,2023-01-01,26915.28,20.0,Active,2016-11-11T06:08:35
946,Visitor Chair #946,Furniture,2020-07-22,11218.98,30.0,Active,2018-07-18T04:10:53
947,Office Chair #947,Furniture,2018-12-25,3264.02,30.0,Retired,2020-11-08T11:46:06
948,Server #948,IT Equipment,2024-06-26,10384.39,25.0,Active,2017-08-05T17:51:08
949,Drawer Unit #949,Furniture,2024-02-13,46463.72,20.0,Active,2019-04-24T02:48:33
950,Scanner #950,Office Equipment,2018-08-27,3688.12,20.0,Active,2016-12-03T14:36:00
951,Tool Trolley #951,Tools,2022-06-24,69256.87,10.0,Active,2020-11-22T16:06:30
952,External HDD #952,IT Equipment,2024-06-01,935.87,25.0,Disposed,2020-01-04T13:34:42
953,Time Clock #953,Office Equipment,2017-09-19,78374.88,15.0,Active,2023-06-05T01:23:05
954,Printer #954,Office Equipment,2022-10-17,73671.19,5.0,Active,2017-06-02T19:13:47
955,Service Car #955,Vehicles,2021-12-15,29187.20,5.0,Disposed,2020-03-09T22:00:43
956,Impact Driver #956,Tools,2025-05-06,40801.41,25.0,Active,2016-10-31T13:30:45
957,Postal Scale #957,Office Equipment,2020-03-28,59790.66,20.0,Retired,2018-11-26T23:57:34
958,Paper Shredder #958,Office Equipment,2018-11-02,45157.23,20.0,Disposed,2017-08-21T05:38:00
959,Impact Driver #959,Tools,2021-10-12,73491.26,25.0,Active,2021-08-21T02:16:52
960,Standing Desk #960,Furniture,2020-04-24,55968.02,30.0,Disposed,2017-02-05T14:12:05
961,Multimeter #961,Tools,2022-08-05,50640.10,5.0,Retired,2017-02-03T10:36:37
962,Desktop PC #962,IT Equipment,2021-03-01,32873.19,30.0,Retired,2019-12-15T08:01:33
963,Office Chair #963,Furniture,2022-01-25,30587.81,30.0,Disposed,2016-07-16T07:15:15
964,Shuttle Bus #964,Vehicles,2015-12-03,14778.58,20.0,Active,2018-10-16T10:56:12
965,Server #965,IT Equipment,2024-02-29,41057.44,10.0,Disposed,2022-03-19T11:03:45
966,Filing Cabinet #966,Furniture,2018-08-22,40299.63,30.0,Retired,2021-12-03T04:19:14
967,Bookshelf #967,Furniture,2025-01-07,43468.02,10.0,Retired,2022-06-21T03:51:44
968,Postal Scale #968,Office Equipment,2022-11-06,41596.80,15.0,Disposed,2024-02-20T09:58:56
969,Printer #969,Office Equipment,2020-09-17,6945.92,20.0,Active,2018-01-24T03:33:17
970,Drawer Unit #970,Furniture,2020-11-29,17873.39,20.0,Retired,2020-02-23T00:44:15
971,Telephone System #971,Office Equipment,2023-11-21,55397.55,15.0,Retired,2024-04-02T09:59:13
972,Forklift #972,Vehicles,2023-11-18,23997.08,15.0,Retired,2024-07-05T10:06:16
973,Server #973,IT Equipment,2020-01-28,33073.30,25.0,Active,2025-05-09T17:08:52
974,Forklift #974,Vehicles,2023-03-09,9658.44,15.0,Active,2021-10-23T18:42:01
975,External HDD #975,IT Equipment,2017-01-19,53572.74,15.0,Retired,2023-11-22T09:04:36
976,Forklift #976,Vehicles,2017-05-09,52507.91,25.0,Active,2019-07-12T20:29:11
977,Box Truck #977,Vehicles,2018-03-09,12621.47,5.0,Retired,2022-12-01T03:07:57
978,Time Clock #978,Office Equipment,2018-02-10,23941.77,5.0,Active,2021-06-19T01:21:34
979,Bookshelf #979,Furniture,2016-04-08,75641.30,5.0,Active,2024-12-28T09:50:31
980,Postal Scale #980,Office Equipment,2022-10-27,17941.81,5.0,Disposed,2024-08-17T06:00:37
981,Projector #981,Office Equipment,2015-11-12,42313.95,30.0,Active,2021-11-04T00:46:36
982,Wireless Access Point #982,IT Equipment,2019-07-28,57522.59,20.0,Disposed,2022-12-12T04:11:37
983,External HDD #983,IT Equipment,2016-05-04,51649.87,30.0,Active,2018-04-23T22:42:57
984,Standing Desk #984,Furniture,2017-10-25,74661.90,30.0,Retired,2018-12-05T01:59:00
985,Server #985,IT Equipment,2023-09-22,54297.79,10.0,Retired,2023-07-08T17:34:14
986,Standing Desk #986,Furniture,2018-11-30,33302.34,10.0,Retired,2019-05-14T10:01:09
987,Workshop Bench #987,Tools,2023-06-28,28996.71,25.0,Retired,2017-06-07T21:43:14
988,Box Truck #988,Vehicles,2021-10-19,48719.91,15.0,Disposed,2019-11-29T07:58:22
989,Wireless Access Point #989,IT Equipment,2024-06-03,16648.73,30.0,Active,2021-11-18T11:00:54
990,Service Car #990,Vehicles,2021-05-23,2102.32,10.0,Disposed,2021-02-07T19:40:27
991,Shuttle Bus #991,Vehicles,2025-03-12,59398.58,30.0,Disposed,2017-05-13T02:41:59
992,Drawer Unit #992,Furniture,2020-05-16,41037.20,15.0,Disposed,2019-03-02T02:04:24
993,Filing Cabinet #993,Furniture,2021-08-30,25811.47,10.0,Active,2023-09-01T04:58:08
994,Desktop PC #994,IT Equipment,2021-07-19,38126.50,20.0,Disposed,2022-08-29T19:20:09
995,Impact Driver #995,Tools,2024-10-11,67099.50,5.0,Active,2021-06-30T08:38:23
996,Soldering Station #996,Tools,2015-12-04,9043.34,5.0,Retired,2020-09-19T20:00:46
997,Saw #997,Tools,2022-08-28,77098.62,10.0,Disposed,2021-08-31T07:44:35
998,NAS Unit #998,IT Equipment,2022-04-15,64340.61,5.0,Retired,2019-02-27T22:37:36
999,Projector #999,Office Equipment,2017-12-31,64141.63,5.0,Retired,2024-08-01T01:28:07
1000,Office Chair #1000,Furniture,2019-12-03,53339.50,5.0,Active,2023-04-19T04:40:04
1001,Network Switch #1001,IT Equipment,2020-02-09,24155.68,10.0,Disposed,2022-03-10T12:24:36
1002,Impact Driver #1002,Tools,2019-03-14,4428.20,20.0,Disposed,2016-03-19T20:28:33
1003,Shuttle Bus #1003,Vehicles,2020-03-03,22104.26,5.0,Active,2018-01-01T21:11:11
1004,Whiteboard #1004,Furniture,2019-10-02,36759.65,10.0,Retired,2022-11-21T08:38:27
1005,External HDD #1005,IT Equipment,2018-01-01,10506.75,5.0,Disposed,2019-06-30T21:52:59
1006,Wrench Set #1006,Tools,2017-09-13,74550.19,25.0,Active,2022-06-02T20:40:00
1007,External HDD #1007,IT Equipment,2018-01-13,50720.47,30.0,Active,2015-12-03T00:42:59
1008,Workshop Bench #1008,Tools,2015-12-18,21830.14,25.0,Disposed,2016-09-11T13:34:26
1009,Company Motorcycle #1009,Vehicles,2020-10-11,66370.43,5.0,Active,2017-10-04T17:08:34
1010,Scanner #1010,Office Equipment,2025-10-25,71686.63,25.0,Retired,2024-09-15T05:26:28
1011,Router #1011,IT Equipment,2023-11-01,54761.62,5.0,Disposed,2016-06-07T00:46:20
1012,Drawer Unit #1012,Furniture,2019-12-29,11468.33,15.0,Active,2016-04-13T03:13:26
1013,Workshop Bench #1013,Tools,2015-11-27,15541.26,5.0,Retired,2024-08-09T18:32:16
1014,Telephone System #1014,Office Equipment,2023-09-23,34619.66,5.0,Active,2023-12-02T23:12:02
1015,Standing Desk #1015,Furniture,2021-06-22,78758.56,5.0,Active,2017-08-18T20:06:50
1016,Scanner #1016,Office Equipment,2017-08-22,47389.24,20.0,Disposed,2025-03-20T10:48:41
1017,Angle Grinder #1017,Tools,2019-12-09,64018.18,30.0,Retired,2021-11-20T03:19:00
1018,Label Printer #1018,Office Equipment,2020-05-19,72488.09,30.0,Active,2023-12-02T05:58:00
1019,Whiteboard #1019,Furniture,2018-03-30,44030.30,25.0,Disposed,2025-07-26T07:44:40
1020,Telephone System #1020,Office Equipment,2018-11-28,72916.44,20.0,Retired,2023-05-23T09:22:15
1021,Service Car #1021,Vehicles,2019-11-14,20974.79,30.0,Disposed,2017-10-14T16:43:37
1022,Visitor Chair #1022,Furniture,2018-03-08,14754.69,10.0,Active,2025-01-05T23:39:53
1023,Office Chair #1023,Furniture,2020-12-22,21310.31,30.0,Active,2024-01-15T05:48:18
1024,Trailer #1024,Vehicles,2022-04-18,36093.18,25.0,Active,2018-07-20T15:28:04
1025,External HDD #1025,IT Equipment,2025-03-30,57600.19,15.0,Disposed,2024-07-01T00:21:29
1026,Visitor Chair #1026,Furniture,2023-07-14,77413.65,15.0,Active,2016-01-02T16:04:01
1027,Electric Pallet Jack #1027,Vehicles,2023-07-07,49222.62,25.0,Retired,2019-11-21T01:38:32
1028,Monitor #1028,IT Equipment,2020-12-02,58637.79,30.0,Active,2019-06-30T18:17:53
1029,Standing Desk #1029,Furniture,2020-03-03,38442.30,25.0,Active,2020-04-07T03:48:43
1030,Printer #1030,Office Equipment,2024-12-01,20761.98,15.0,Active,2022-11-27T14:54:17
1031,Monitor #1031,IT Equipment,2018-11-17,38119.16,5.0,Active,2018-08-28T00:59:23
1032,Drawer Unit #1032,Furniture,2017-08-26,37070.61,20.0,Active,2022-01-12T05:58:07
1033,UPS #1033,IT Equipment,2018-02-05,75011.42,30.0,Disposed,2022-10-05T08:44:34
1034,Reception Sofa #1034,Furniture,2018-10-18,53367.35,25.0,Disposed,2019-02-18T12:12:07
1035,Desk #1035,Furniture,2023-02-02,58109.86,25.0,Retired,2020-11-13T12:26:04
1036,Multimeter #1036,Tools,2016-12-12,76159.07,20.0,Retired,2015-12-22T12:07:28
1037,Desktop PC #1037,IT Equipment,2023-09-05,3849.47,30.0,Active,2019-09-28T08:11:36
1038,NAS Unit #1038,IT Equipment,2022-10-19,59421.40,10.0,Retired,2019-12-14T08:33:57
1039,Time Clock #1039,Office Equipment,2024-10-14,41073.16,30.0,Active,2019-05-26T03:11:33
1040,Office Chair #1040,Furniture,2016-01-14,33728.94,15.0,Active,2018-07-07T23:07:38
1041,Wrench Set #1041,Tools,2017-04-04,30109.63,5.0,Disposed,2016-02-18T03:29:28
1042,Electric Pallet Jack #1042,Vehicles,2017-02-26,76895.06,10.0,Disposed,2019-10-29T05:54:54
1043,Paper Shredder #1043,Office Equipment,2019-06-04,15831.83,10.0,Active,2020-10-26T03:54:53
1044,Photocopier #1044,Office Equipment,2016-10-02,26961.90,15.0,Active,2021-06-09T02:57:42
1045,Company Motorcycle #1045,Vehicles,2022-05-14,17108.17,25.0,Disposed,2021-07-31T03:55:30
1046,Pickup Truck #1046,Vehicles,2019-07-31,75038.02,15.0,Disposed,2018-10-09T23:29:30
1047,Router #1047,IT Equipment,2023-01-03,76951.14,15.0,Disposed,2016-12-27T16:47:32
1048,UPS #1048,IT Equipment,2018-10-11,43576.77,15.0,Active,2019-09-23T05:56:09
1049,Visitor Chair #1049,Furniture,2023-08-19,77053.02,25.0,Retired,2025-09-13T20:37:57
1050,Forklift #1050,Vehicles,2022-11-26,13156.49,5.0,Active,2019-03-26T22:58:15
1051,Saw #1051,Tools,2020-10-20,46348.04,25.0,Disposed,2020-03-19T14:13:14
1052,Workshop Bench #1052,Tools,2022-01-12,35558.02,25.0,Disposed,2016-02-22T00:56:56
1053,Soldering Station #1053,Tools,2017-03-21,26705.79,5.0,Active,2021-02-22T18:07:43
1054,Trailer #1054,Vehicles,2025-10-02,42215.73,30.0,Disposed,2017-07-26T12:21:16
1055,External HDD #1055,IT Equipment,2018-03-03,8156.16,10.0,Active,2022-11-29T17:50:15
1056,NAS Unit #1056,IT Equipment,2022-10-13,18562.89,5.0,Disposed,2025-01-14T02:22:59
1057,Office Chair #1057,Furniture,2016-12-22,2375.81,10.0,Retired,2019-07-28T09:38:58
1058,Card Reader #1058,Office Equipment,2021-01-22,45090.19,20.0,Active,2020-02-29T08:01:34
1059,Forklift #1059,Vehicles,2023-03-14,32186.18,5.0,Retired,2021-09-03T14:00:44
1060,Service Car #1060,Vehicles,2024-10-09,63309.86,25.0,Active,2024-05-07T09:43:21
1061,Bookshelf #1061,Furniture,2017-12-28,48305.20,30.0,Retired,2025-09-23T23:06:10
1062,Label Printer #1062,Office Equipment,2018-10-18,63387.54,20.0,Disposed,2016-04-26T14:13:14
1063,Desk #1063,Furniture,2023-05-17,48581.48,30.0,Disposed,2024-07-31T06:39:26
1064,Wireless Access Point #1064,IT Equipment,2025-08-17,3880.05,10.0,Active,2021-07-31T16:25:28
1065,Hammer #1065,Tools,2024-06-01,61046.72,20.0,Disposed,2024-11-11T19:36:04
1066,Hammer #1066,Tools,2021-02-13,73849.96,5.0,Retired,2015-11-11T10:15:01
1067,Time Clock #1067,Office Equipment,2019-02-22,68581.03,5.0,Active,2016-01-24T21:13:16
1068,Filing Cabinet #1068,Furniture,2024-10-18,78769.76,5.0,Disposed,2025-09-04T16:10:59
1069,Projector #1069,Office Equipment,2022-01-31,46923.10,10.0,Retired,2023-07-11T03:39:29
1070,Drill #1070,Tools,2018-01-20,55403.41,30.0,Active,2023-11-11T02:00:39
1071,Laptop #1071,IT Equipment,2020-09-11,14204.60,10.0,Disposed,2020-05-10T12:57:53
1072,Router #1072,IT Equipment,2019-04-19,63210.63,25.0,Disposed,2023-06-30T01:01:26
1073,Office Chair #1073,Furniture,2021-08-20,42392.35,5.0,Retired,2022-04-09T17:34:05
1074,Projector #1074,Office Equipment,2020-12-16,61519.42,5.0,Retired,2025-06-18T00:11:10
1075,Scanner #1075,Office Equipment,2024-04-19,17577.21,5.0,Active,2016-10-03T02:08:37
1076,Router #1076,IT Equipment,2019-03-20,50122.30,20.0,Retired,2024-12-26T16:10:51
1077,Wireless Access Point #1077,IT Equipment,2020-10-21,63114.25,5.0,Active,2020-10-03T21:40:29
1078,Monitor #1078,IT Equipment,2021-06-25,4622.42,15.0,Active,2019-12-08T02:21:17
1079,Label Printer #1079,Office Equipment,2019-06-20,15841.10,30.0,Retired,2021-11-15T02:18:16
1080,Utility Cart #1080,Vehicles,2022-10-02,59564.82,20.0,Retired,2017-01-31T23:19:28
1081,Electric Pallet Jack #1081,Vehicles,2015-11-09,74256.27,20.0,Retired,2023-03-23T16:05:02
1082,Card Reader #1082,Office Equipment,2018-12-13,42619.11,25.0,Active,2023-04-16T15:25:42
1083,Box Truck #1083,Vehicles,2022-11-02,50857.41,10.0,Retired,2022-11-23T16:36:42
1084,Paper Shredder #1084,Office Equipment,2025-03-19,14723.15,25.0,Active,2022-10-12T11:02:28
1085,Paper Shredder #1085,Office Equipment,2023-03-02,62504.36,15.0,Disposed,2023-05-28T18:23:56
1086,Desk #1086,Furniture,2017-02-15,9201.35,25.0,Retired,2024-09-14T01:39:11
1087,Whiteboard #1087,Furniture,2024-10-30,25822.33,25.0,Retired,2022-01-04T13:36:37
1088,Telephone System #1088,Office Equipment,2018-04-19,58607.44,10.0,Disposed,2025-09-29T23:16:41
1089,Tool Trolley #1089,Tools,2024-06-04,75001.03,10.0,Disposed,2019-09-28T18:42:32
1090,Server #1090,IT Equipment,2021-06-24,6746.98,20.0,Active,2016-07-17T04:20:29
1091,Company Motorcycle #1091,Vehicles,2024-03-11,76352.48,25.0,Active,2023-10-19T17:21:02
1092,Card Reader #1092,Office Equipment,2021-11-06,14490.36,10.0,Disposed,2022-06-23T12:15:09
1093,Monitor #1093,IT Equipment,2022-04-26,5328.80,15.0,Active,2022-11-13T04:06:41
1094,Conference Table #1094,Furniture,2016-02-25,9669.14,25.0,Disposed,2025-06-12T02:39:39
1095,Company Motorcycle #1095,Vehicles,2017-04-04,76771.38,10.0,Active,2025-08-04T07:43:27
1096,Bookshelf #1096,Furniture,2020-10-02,8987.74,15.0,Retired,2020-12-04T06:11:18
1097,Standing Desk #1097,Furniture,2018-02-27,78204.77,10.0,Active,2019-05-19T12:32:41
1098,Network Switch #1098,IT Equipment,2017-04-18,75692.85,20.0,Active,2018-03-27T04:42:04
1099,Printer #1099,Office Equipment,2018-05-26,28444.76,30.0,Active,2024-07-11T01:45:41
1100,External HDD #1100,IT Equipment,2020-12-12,22059.74,30.0,Active,2018-04-24T00:09:17
1101,Pickup Truck #1101,Vehicles,2024-07-13,61317.48,30.0,Retired,2023-03-13T19:27:16
1102,Drawer Unit #1102,Furniture,2018-05-01,52334.51,30.0,Disposed,2019-11-02T12:51:30
1103,Monitor #1103,IT Equipment,2018-03-10,53697.44,10.0,Retired,2025-07-10T01:20:22
1104,Photocopier #1104,Office Equipment,2024-10-23,691.58,10.0,Disposed,2024-05-28T11:54:33
1105,Multimeter #1105,Tools,2019-12-03,18046.69,15.0,Active,2020-09-16T14:50:17
1106,Router #1106,IT Equipment,2018-09-27,3346.87,15.0,Retired,2020-08-03T22:24:23
1107,UPS #1107,IT Equipment,2023-03-28,3157.53,25.0,Retired,2016-07-01T03:49:38
1108,Pickup Truck #1108,Vehicles,2023-01-09,62776.32,25.0,Retired,2022-01-01T20:21:27
1109,Soldering Station #1109,Tools,2025-06-17,55324.34,20.0,Retired,2018-05-07T17:49:55
1110,Projector #1110,Office Equipment,2023-02-07,11192.83,10.0,Disposed,2016-01-26T02:15:27
1111,Company Motorcycle #1111,Vehicles,2024-05-04,56928.60,5.0,Active,2019-09-16T04:02:58
1112,Pickup Truck #1112,Vehicles,2025-07-17,28571.35,10.0,Active,2016-02-04T06:18:18
1113,Service Car #1113,Vehicles,2023-04-19,50576.01,15.0,Active,2022-07-30T16:57:28
1114,Telephone System #1114,Office Equipment,2019-11-08,1134.84,15.0,Retired,2024-07-06T18:07:19
1115,External HDD #1115,IT Equipment,2016-07-18,34752.62,30.0,Active,2021-06-18T06:43:44
1116,Hammer #1116,Tools,2016-09-09,37493.80,10.0,Disposed,2017-05-21T09:35:02
1117,Server #1117,IT Equipment,2023-07-28,32408.22,30.0,Retired,2021-12-19T06:53:47
1118,Soldering Station #1118,Tools,2019-02-16,17666.53,15.0,Disposed,2023-01-05T23:05:20
1119,Whiteboard #1119,Furniture,2023-10-11,7024.48,15.0,Retired,2015-12-01T06:18:42
1120,Scanner #1120,Office Equipment,2021-11-01,43827.85,30.0,Disposed,2019-07-28T04:41:16
1121,Tool Trolley #1121,Tools,2018-07-30,14968.64,20.0,Disposed,2016-08-19T01:13:34
1122,Impact Driver #1122,Tools,2019-06-30,68504.67,30.0,Disposed,2021-03-01T01:59:10
1123,Pickup Truck #1123,Vehicles,2018-10-19,78197.66,20.0,Retired,2016-03-07T07:54:24
1124,Office Chair #1124,Furniture,2021-10-07,1543.76,30.0,Retired,2017-10-10T16:29:54
1125,Telephone System #1125,Office Equipment,2017-10-13,42613.33,10.0,Disposed,2024-07-03T18:31:15
1126,Bookshelf #1126,Furniture,2021-09-13,6476.55,15.0,Active,2020-02-27T09:45:31
1127,Laptop #1127,IT Equipment,2018-03-15,15452.90,20.0,Active,2022-06-24T00:16:05
1128,UPS #1128,IT Equipment,2017-05-25,38980.93,15.0,Disposed,2016-12-16T22:11:43
1129,Laptop #1129,IT Equipment,2019-02-22,78202.98,20.0,Retired,2024-06-30T04:31:38
1130,Card Reader #1130,Office Equipment,2017-08-01,18101.95,10.0,Active,2021-10-23T04:54:14
1131,Multimeter #1131,Tools,2022-05-15,14461.54,10.0,Retired,2020-04-29T03:45:04
